Entity,Code,Day,total_boosters
Ireland,IRL,2023-01-30,3187560
Ireland,IRL,2023-01-31,3187680
Ireland,IRL,2023-02-01,3187862
Ireland,IRL,2023-02-02,3188026
Ireland,IRL,2023-02-03,3188269
Ireland,IRL,2023-02-04,3188492
Ireland,IRL,2023-02-05,3188678
Ireland,IRL,2023-02-06,3188823
Ireland,IRL,2023-02-07,3188958
Ireland,IRL,2023-02-08,3189145
Ireland,IRL,2023-02-09,3189278
Ireland,IRL,2023-02-10,3189446
Ireland,IRL,2023-02-11,3189555
Ireland,IRL,2023-02-12,3189637
Ireland,IRL,2023-02-13,3189685
Ireland,IRL,2023-02-14,3189800
Ireland,IRL,2023-02-15,3189928
Ireland,IRL,2023-02-16,3190054
Ireland,IRL,2023-02-17,3190170
Ireland,IRL,2023-02-18,3190262
Ireland,IRL,2023-02-19,3190322
Ireland,IRL,2023-02-20,3190355
Ireland,IRL,2023-02-21,3190441
Ireland,IRL,2023-02-22,3190562
Ireland,IRL,2023-02-23,3190652
Ireland,IRL,2023-02-24,3190750
Ireland,IRL,2023-02-25,3190805
Ireland,IRL,2023-02-26,3190882
Ireland,IRL,2023-02-27,3190919
Ireland,IRL,2023-02-28,3191048
Ireland,IRL,2023-03-01,3191160
Ireland,IRL,2023-03-02,3191255
Ireland,IRL,2023-03-03,3191322
Ireland,IRL,2023-03-04,3191372
Ireland,IRL,2023-03-05,3191422
Ireland,IRL,2023-03-06,3191457
Ireland,IRL,2023-03-07,3191523
Ireland,IRL,2023-03-08,3191623
Ireland,IRL,2023-03-09,3191695
Ireland,IRL,2023-03-10,3191765
Ireland,IRL,2023-03-11,3191814
Ireland,IRL,2023-03-12,3191848
Ireland,IRL,2023-03-13,3191879
Ireland,IRL,2023-03-14,3191960
Ireland,IRL,2023-03-15,3192038
Ireland,IRL,2023-03-16,3192081
Ireland,IRL,2023-03-17,3192088
Ireland,IRL,2023-03-18,3192131
Ireland,IRL,2023-03-19,3192146
Ireland,IRL,2023-03-20,3192166
Ireland,IRL,2023-03-21,3192225
Ireland,IRL,2023-03-22,3192298
Ireland,IRL,2023-03-23,3192343
Ireland,IRL,2023-03-24,3192383
Ireland,IRL,2023-03-25,3192434
Ireland,IRL,2023-03-26,3192434
Ireland,IRL,2023-03-27,3192524
Ireland,IRL,2023-03-28,3192581
Ireland,IRL,2023-03-29,3192624
Ireland,IRL,2023-03-30,3192658
Ireland,IRL,2023-03-31,3192707
Ireland,IRL,2023-04-01,3192750
Ireland,IRL,2023-04-02,3192768
Ireland,IRL,2023-04-03,3192843
Ireland,IRL,2023-04-04,3192899
Ireland,IRL,2023-04-05,3192951
Ireland,IRL,2023-04-06,3192989
Ireland,IRL,2023-04-07,3193012
Ireland,IRL,2023-04-08,3193014
Ireland,IRL,2023-04-09,3193016
Ireland,IRL,2023-04-10,3193055
Ireland,IRL,2023-04-11,3193088
Ireland,IRL,2023-04-12,3193129
Ireland,IRL,2023-04-13,3193155
Ireland,IRL,2023-04-14,3193183
Ireland,IRL,2023-04-15,3193210
Ireland,IRL,2023-04-16,3193224
Ireland,IRL,2023-04-17,3193255
Ireland,IRL,2023-04-18,3193311
Ireland,IRL,2023-04-19,3193340
Ireland,IRL,2023-04-20,3193377
Ireland,IRL,2023-04-21,3193396
Ireland,IRL,2023-04-22,3193407
Ireland,IRL,2023-04-23,3193416
Ireland,IRL,2023-04-24,3193422
Ireland,IRL,2023-04-25,3193460
Ireland,IRL,2023-04-26,3193497
Ireland,IRL,2023-04-27,3193521
Ireland,IRL,2023-04-28,3193540
Ireland,IRL,2023-04-29,3193543
Ireland,IRL,2023-04-30,3193548
Ireland,IRL,2023-05-01,3193570
Ireland,IRL,2023-05-02,3193592
Ireland,IRL,2023-05-03,3193637
Ireland,IRL,2023-05-04,3193665
Ireland,IRL,2023-05-05,3193683
Ireland,IRL,2023-05-06,3193698
Ireland,IRL,2023-05-07,3193714
Ireland,IRL,2023-05-08,3193760
Ireland,IRL,2023-05-09,3193810
Ireland,IRL,2023-05-10,3193859
Ireland,IRL,2023-05-11,3193891
Ireland,IRL,2023-05-12,3193907
Ireland,IRL,2023-05-13,3193913
Ireland,IRL,2023-05-14,3193945
Ireland,IRL,2023-05-15,3193997
Ireland,IRL,2023-05-16,3194060
Ireland,IRL,2023-05-17,3194137
Ireland,IRL,2023-05-18,3194191
Ireland,IRL,2023-05-19,3194229
Ireland,IRL,2023-05-20,3194250
Ireland,IRL,2023-05-21,3194291
Ireland,IRL,2023-05-22,3194368
Ireland,IRL,2023-05-23,3194442
Ireland,IRL,2023-05-24,3194503
Ireland,IRL,2023-05-25,3194575
Ireland,IRL,2023-05-26,3194598
Ireland,IRL,2023-05-27,3194614
Ireland,IRL,2023-05-28,3194676
Ireland,IRL,2023-05-29,3194743
Ireland,IRL,2023-05-30,3194828
Ireland,IRL,2023-05-31,3194924
Ireland,IRL,2023-06-01,3195000
Ireland,IRL,2023-06-02,3195019
Ireland,IRL,2023-06-03,3195034
Ireland,IRL,2023-06-04,3195046
Ireland,IRL,2023-06-05,3195108
Ireland,IRL,2023-06-06,3195174
Ireland,IRL,2023-06-07,3195245
Ireland,IRL,2023-06-08,3195280
Ireland,IRL,2023-06-09,3195288
Ireland,IRL,2023-06-10,3195295
Ireland,IRL,2023-06-11,3195330
Ireland,IRL,2023-06-12,3195398
Ireland,IRL,2023-06-13,3195451
Ireland,IRL,2023-06-14,3195505
Ireland,IRL,2023-06-15,3195550
Ireland,IRL,2023-06-16,3195554
Ireland,IRL,2023-06-17,3195556
Ireland,IRL,2023-06-18,3195575
Ireland,IRL,2023-06-19,3195595
Ireland,IRL,2023-06-20,3195612
Ireland,IRL,2023-06-21,3195631
Ireland,IRL,2023-06-22,3195641
Ireland,IRL,2023-06-23,3195648
Ireland,IRL,2023-06-25,3195661
Ireland,IRL,2023-06-26,3195677
Ireland,IRL,2023-06-27,3195691
Ireland,IRL,2023-06-28,3195714
Ireland,IRL,2023-06-29,3195735
Ireland,IRL,2023-06-30,3195736
Ireland,IRL,2023-07-02,3195742
Ireland,IRL,2023-07-03,3195747
Ireland,IRL,2023-07-04,3195755
Ireland,IRL,2023-07-05,3195772
Ireland,IRL,2023-07-06,3195781
Ireland,IRL,2023-07-07,3195783
Ireland,IRL,2023-07-08,3195785
Ireland,IRL,2023-07-09,3195791
Ireland,IRL,2023-07-10,3195803
Ireland,IRL,2023-07-11,3195812
Ireland,IRL,2023-07-12,3195820
Ireland,IRL,2023-07-13,3195827
Ireland,IRL,2023-07-14,3195827
Ireland,IRL,2023-07-16,3195836
Ireland,IRL,2023-07-17,3195847
Ireland,IRL,2023-07-18,3195855
Ireland,IRL,2023-07-19,3195868
Ireland,IRL,2023-07-20,3195878
Ireland,IRL,2023-07-21,3195882
Ireland,IRL,2023-07-22,3195883
Ireland,IRL,2023-07-23,3195895
Ireland,IRL,2023-07-24,3195904
Ireland,IRL,2023-07-25,3195911
Ireland,IRL,2023-07-26,3195926
Ireland,IRL,2023-07-27,3195931
Ireland,IRL,2023-07-28,3195935
Ireland,IRL,2023-07-30,3195941
Ireland,IRL,2023-07-31,3195952
Ireland,IRL,2023-08-01,3195962
Ireland,IRL,2023-08-02,3195970
Ireland,IRL,2023-08-03,3195983
Ireland,IRL,2023-08-04,3195985
Ireland,IRL,2023-08-07,3195986
Ireland,IRL,2023-08-08,3195995
Ireland,IRL,2023-08-09,3195998
Ireland,IRL,2023-08-10,3196011
Ireland,IRL,2023-08-12,3196011
Ireland,IRL,2023-08-13,3196017
Ireland,IRL,2023-08-14,3196024
Ireland,IRL,2023-08-15,3196033
Ireland,IRL,2023-08-16,3196037
Ireland,IRL,2023-08-17,3196045
Ireland,IRL,2023-08-18,3196049
Ireland,IRL,2023-08-20,3196055
Ireland,IRL,2023-08-21,3196061
Ireland,IRL,2023-08-22,3196068
Ireland,IRL,2023-08-23,3196078
Ireland,IRL,2023-08-24,3196086
Ireland,IRL,2023-08-25,3196088
Ireland,IRL,2023-08-27,3196100
Ireland,IRL,2023-08-28,3196110
Ireland,IRL,2023-08-29,3196113
Ireland,IRL,2023-08-30,3196123
Ireland,IRL,2023-08-31,3196129
Ireland,IRL,2023-09-01,3196135
Ireland,IRL,2023-09-02,3196136
Ireland,IRL,2023-09-03,3196143
Ireland,IRL,2023-09-04,3196145
Ireland,IRL,2023-09-05,3196155
Ireland,IRL,2023-09-06,3196158
Ireland,IRL,2023-09-07,3196167
Ireland,IRL,2023-09-08,3196168
Ireland,IRL,2023-09-10,3196174
Ireland,IRL,2023-09-11,3196174
Ireland,IRL,2023-09-12,3196178
Ireland,IRL,2023-09-13,3196183
Ireland,IRL,2023-09-14,3196191
Ireland,IRL,2023-09-15,3196192
Ireland,IRL,2023-09-17,3196198
Ireland,IRL,2023-09-18,3196216
Ireland,IRL,2023-09-19,3196235
Ireland,IRL,2023-09-20,3196267
Ireland,IRL,2023-09-21,3196293
Ireland,IRL,2023-09-22,3196306
Ireland,IRL,2023-09-23,3196307
Ireland,IRL,2023-09-24,3196386
Ireland,IRL,2023-09-25,3196474
Ireland,IRL,2023-09-26,3196561
Ireland,IRL,2023-09-27,3196706
Ireland,IRL,2023-09-28,3196826
Ireland,IRL,2023-09-29,3196869
Ireland,IRL,2023-09-30,3196881
Ireland,IRL,2023-10-01,3197114
Ireland,IRL,2023-10-02,3197395
Ireland,IRL,2023-10-03,3197695
Ireland,IRL,2023-10-04,3198000
Ireland,IRL,2023-10-05,3198291
Ireland,IRL,2023-10-06,3198362
Ireland,IRL,2023-10-07,3198380
Ireland,IRL,2023-10-08,3198641
Ireland,IRL,2023-10-09,3198954
Ireland,IRL,2023-10-10,3199238
Ireland,IRL,2023-10-11,3199587
Ireland,IRL,2023-10-12,3199860
Ireland,IRL,2023-10-13,3199934
Ireland,IRL,2023-10-14,3199941
Ireland,IRL,2023-10-15,3200224
Ireland,IRL,2023-10-16,3200501
Ireland,IRL,2023-10-17,3200822
Ireland,IRL,2023-10-18,3201129
Ireland,IRL,2023-10-19,3201366
Ireland,IRL,2023-10-20,3201431
Ireland,IRL,2023-10-21,3201439
Ireland,IRL,2023-10-22,3201660
Ireland,IRL,2023-10-23,3201930
Ireland,IRL,2023-10-24,3202234
Ireland,IRL,2023-10-25,3202547
Ireland,IRL,2023-10-26,3202810
Ireland,IRL,2023-10-27,3202869
Ireland,IRL,2023-10-28,3202880
Ireland,IRL,2023-10-30,3202885
Ireland,IRL,2023-10-31,3203080
Ireland,IRL,2023-11-01,3203352
Ireland,IRL,2023-11-02,3203585
Ireland,IRL,2023-11-03,3203775
Ireland,IRL,2023-11-04,3203819
Ireland,IRL,2023-11-05,3203838
Ireland,IRL,2023-11-06,3204037
Ireland,IRL,2023-11-07,3204270
Ireland,IRL,2023-11-08,3204507
Ireland,IRL,2023-11-09,3204708
Ireland,IRL,2023-11-10,3204897
Ireland,IRL,2023-11-11,3204933
Ireland,IRL,2023-11-12,3204937
Ireland,IRL,2023-11-13,3205073
Ireland,IRL,2023-11-14,3205258
Ireland,IRL,2023-11-15,3205420
Ireland,IRL,2023-11-16,3205605
Ireland,IRL,2023-11-17,3205757
Ireland,IRL,2023-11-18,3205800
Ireland,IRL,2023-11-19,3205810
Ireland,IRL,2023-11-20,3205938
Ireland,IRL,2023-11-21,3206132
Ireland,IRL,2023-11-22,3206268
Ireland,IRL,2023-11-23,3206485
Ireland,IRL,2023-11-24,3206622
Ireland,IRL,2023-11-25,3206657
Ireland,IRL,2023-11-26,3206660
Ireland,IRL,2023-11-27,3206829
Ireland,IRL,2023-11-28,3207004
Ireland,IRL,2023-11-29,3207165
Ireland,IRL,2023-11-30,3207340
Ireland,IRL,2023-12-01,3207466
Ireland,IRL,2023-12-02,3207498
Ireland,IRL,2023-12-03,3207503
Ireland,IRL,2023-12-04,3207628
Ireland,IRL,2023-12-05,3207714
Ireland,IRL,2023-12-06,3207852
Ireland,IRL,2023-12-07,3208010
Ireland,IRL,2023-12-08,3208148
Ireland,IRL,2023-12-09,3208178
Ireland,IRL,2023-12-10,3208186
Ireland,IRL,2023-12-11,3208320
Ireland,IRL,2023-12-12,3208460
Ireland,IRL,2023-12-13,3208583
Ireland,IRL,2023-12-14,3208722
Ireland,IRL,2023-12-15,3208822
Ireland,IRL,2023-12-16,3208852
Ireland,IRL,2023-12-17,3208866
Ireland,IRL,2023-12-18,3208957
Ireland,IRL,2023-12-19,3209063
Ireland,IRL,2023-12-20,3209154
Ireland,IRL,2023-12-21,3209247
Ireland,IRL,2023-12-22,3209294
Ireland,IRL,2023-12-23,3209307
Ireland,IRL,2023-12-24,3209311
Ireland,IRL,2023-12-26,3209312
Ireland,IRL,2023-12-27,3209329
Ireland,IRL,2023-12-28,3209367
Ireland,IRL,2023-12-29,3209402
Ireland,IRL,2023-12-30,3209415
Ireland,IRL,2024-01-02,3209454
Ireland,IRL,2024-01-03,3209520
Ireland,IRL,2024-01-04,3209588
Ireland,IRL,2024-01-05,3209672
Ireland,IRL,2024-01-06,3209685
Ireland,IRL,2024-01-07,3209689
Ireland,IRL,2024-01-08,3209738
Ireland,IRL,2024-01-09,3209816
Ireland,IRL,2024-01-10,3209881
Ireland,IRL,2024-01-11,3209970
Ireland,IRL,2024-01-12,3210028
Ireland,IRL,2024-01-13,3210043
Ireland,IRL,2024-01-14,3210047
Ireland,IRL,2024-01-15,3210076
Ireland,IRL,2024-01-16,3210131
Ireland,IRL,2024-01-17,3210182
Ireland,IRL,2024-01-18,3210222
Ireland,IRL,2024-01-19,3210268
Ireland,IRL,2024-01-20,3210280
Ireland,IRL,2024-01-21,3210282
Ireland,IRL,2024-01-22,3210322
Ireland,IRL,2024-01-23,3210361
Ireland,IRL,2024-01-24,3210408
Ireland,IRL,2024-01-25,3210465
Ireland,IRL,2024-01-26,3210500
Ireland,IRL,2024-01-27,3210505
Ireland,IRL,2024-01-28,3210508
Ireland,IRL,2024-01-29,3210525
Isle of Man,IMN,2021-12-22,41069
Isle of Man,IMN,2021-12-23,41069
Isle of Man,IMN,2021-12-24,41414
Isle of Man,IMN,2021-12-27,41934
Isle of Man,IMN,2021-12-28,43031
Isle of Man,IMN,2021-12-30,43391
Isle of Man,IMN,2021-12-31,43572
Isle of Man,IMN,2022-01-04,44686
Isle of Man,IMN,2022-01-05,45547
Isle of Man,IMN,2022-01-06,46778
Isle of Man,IMN,2022-01-07,46973
Isle of Man,IMN,2022-01-09,47397
Isle of Man,IMN,2022-01-11,47968
Isle of Man,IMN,2022-01-12,48098
Isle of Man,IMN,2022-01-13,48277
Isle of Man,IMN,2022-01-18,48695
Isle of Man,IMN,2022-01-19,48784
Isle of Man,IMN,2022-01-20,48927
Isle of Man,IMN,2022-01-23,49144
Isle of Man,IMN,2022-01-25,49499
Isle of Man,IMN,2022-01-27,49565
Isle of Man,IMN,2022-01-28,49610
Isle of Man,IMN,2022-02-01,49940
Isle of Man,IMN,2022-02-02,50097
Isle of Man,IMN,2022-02-03,50183
Isle of Man,IMN,2022-02-04,50240
Isle of Man,IMN,2022-02-05,50307
Isle of Man,IMN,2022-02-08,50339
Isle of Man,IMN,2022-02-09,50540
Isle of Man,IMN,2022-02-10,50618
Isle of Man,IMN,2022-02-14,50619
Isle of Man,IMN,2022-02-15,50675
Isle of Man,IMN,2022-02-16,50707
Isle of Man,IMN,2022-02-17,50761
Isle of Man,IMN,2022-02-18,50902
Isle of Man,IMN,2022-02-21,50974
Isle of Man,IMN,2022-02-22,51037
Isle of Man,IMN,2022-02-23,51062
Isle of Man,IMN,2022-02-24,51205
Isle of Man,IMN,2022-02-26,51331
Isle of Man,IMN,2022-02-28,51336
Isle of Man,IMN,2022-03-01,51464
Isle of Man,IMN,2022-03-02,51604
Isle of Man,IMN,2022-03-05,51662
Isle of Man,IMN,2022-03-06,51716
Isle of Man,IMN,2022-03-07,51718
Isle of Man,IMN,2022-03-08,51845
Isle of Man,IMN,2022-03-09,51987
Isle of Man,IMN,2022-03-12,52148
Isle of Man,IMN,2022-03-15,52268
Isle of Man,IMN,2022-03-16,52375
Isle of Man,IMN,2022-03-17,52409
Isle of Man,IMN,2022-03-18,52454
Isle of Man,IMN,2022-03-21,52578
Isle of Man,IMN,2022-03-22,52641
Isle of Man,IMN,2022-03-23,52805
Isle of Man,IMN,2022-03-24,52870
Isle of Man,IMN,2022-03-25,52967
Isle of Man,IMN,2022-03-30,53025
Isle of Man,IMN,2022-03-31,53026
Isle of Man,IMN,2022-04-03,53063
Isle of Man,IMN,2022-04-04,53083
Isle of Man,IMN,2022-04-05,53125
Isle of Man,IMN,2022-06-22,53328
Isle of Man,IMN,2022-06-23,53328
Israel,ISR,2021-07-01,122
Israel,ISR,2021-07-02,129
Israel,ISR,2021-07-03,130
Israel,ISR,2021-07-04,132
Israel,ISR,2021-07-05,139
Israel,ISR,2021-07-06,150
Israel,ISR,2021-07-07,162
Israel,ISR,2021-07-08,179
Israel,ISR,2021-07-09,183
Israel,ISR,2021-07-10,189
Israel,ISR,2021-07-11,198
Israel,ISR,2021-07-12,256
Israel,ISR,2021-07-13,380
Israel,ISR,2021-07-14,821
Israel,ISR,2021-07-15,1195
Israel,ISR,2021-07-16,1261
Israel,ISR,2021-07-17,1269
Israel,ISR,2021-07-18,1504
Israel,ISR,2021-07-19,1965
Israel,ISR,2021-07-20,2339
Israel,ISR,2021-07-21,2664
Israel,ISR,2021-07-22,3056
Israel,ISR,2021-07-23,3162
Israel,ISR,2021-07-24,3169
Israel,ISR,2021-07-25,3392
Israel,ISR,2021-07-26,3717
Israel,ISR,2021-07-27,4131
Israel,ISR,2021-07-28,4603
Israel,ISR,2021-07-29,5136
Israel,ISR,2021-07-30,9258
Israel,ISR,2021-07-31,15417
Israel,ISR,2021-08-01,46465
Israel,ISR,2021-08-02,104979
Israel,ISR,2021-08-03,183933
Israel,ISR,2021-08-04,264699
Israel,ISR,2021-08-05,353141
Israel,ISR,2021-08-06,397885
Israel,ISR,2021-08-07,425238
Israel,ISR,2021-08-08,505325
Israel,ISR,2021-08-09,581814
Israel,ISR,2021-08-10,657241
Israel,ISR,2021-08-11,719883
Israel,ISR,2021-08-12,779346
Israel,ISR,2021-08-13,823216
Israel,ISR,2021-08-14,867703
Israel,ISR,2021-08-15,965689
Israel,ISR,2021-08-16,1055211
Israel,ISR,2021-08-17,1138531
Israel,ISR,2021-08-18,1207800
Israel,ISR,2021-08-19,1273777
Israel,ISR,2021-08-20,1334231
Israel,ISR,2021-08-21,1384958
Israel,ISR,2021-08-22,1490071
Israel,ISR,2021-08-23,1584107
Israel,ISR,2021-08-24,1682672
Israel,ISR,2021-08-25,1782231
Israel,ISR,2021-08-26,1883464
Israel,ISR,2021-08-27,1940159
Israel,ISR,2021-08-28,1973701
Israel,ISR,2021-08-29,2053253
Israel,ISR,2021-08-30,2169266
Israel,ISR,2021-08-31,2284152
Israel,ISR,2021-09-01,2396648
Israel,ISR,2021-09-02,2508197
Israel,ISR,2021-09-03,2567083
Israel,ISR,2021-09-04,2597038
Israel,ISR,2021-09-05,2670366
Israel,ISR,2021-09-06,2693166
Israel,ISR,2021-09-07,2698564
Israel,ISR,2021-09-08,2705185
Israel,ISR,2021-09-09,2779032
Israel,ISR,2021-09-10,2816971
Israel,ISR,2021-09-11,2831788
Israel,ISR,2021-09-12,2885925
Israel,ISR,2021-09-13,2933910
Israel,ISR,2021-09-14,2982766
Israel,ISR,2021-09-15,2999453
Israel,ISR,2021-09-16,3001193
Israel,ISR,2021-09-17,3044101
Israel,ISR,2021-09-18,3056885
Israel,ISR,2021-09-19,3101216
Israel,ISR,2021-09-20,3117924
Israel,ISR,2021-09-21,3121400
Israel,ISR,2021-09-22,3146473
Israel,ISR,2021-09-23,3174307
Israel,ISR,2021-09-24,3202032
Israel,ISR,2021-09-25,3212475
Israel,ISR,2021-09-26,3248746
Israel,ISR,2021-09-27,3279203
Israel,ISR,2021-09-28,3285453
Israel,ISR,2021-09-29,3345778
Israel,ISR,2021-09-30,3425482
Israel,ISR,2021-10-01,3472028
Israel,ISR,2021-10-02,3494461
Israel,ISR,2021-10-03,3565187
Israel,ISR,2021-10-04,3617098
Israel,ISR,2021-10-05,3657582
Israel,ISR,2021-10-06,3691733
Israel,ISR,2021-10-07,3725807
Israel,ISR,2021-10-08,3745057
Israel,ISR,2021-10-09,3752498
Israel,ISR,2021-10-10,3774017
Israel,ISR,2021-10-11,3791287
Israel,ISR,2021-10-12,3806644
Israel,ISR,2021-10-13,3820231
Israel,ISR,2021-10-14,3836800
Israel,ISR,2021-10-15,3845812
Israel,ISR,2021-10-16,3849848
Israel,ISR,2021-10-17,3862647
Israel,ISR,2021-10-18,3872716
Israel,ISR,2021-10-19,3882011
Israel,ISR,2021-10-20,3892115
Israel,ISR,2021-10-21,3904280
Israel,ISR,2021-10-22,3910122
Israel,ISR,2021-10-23,3912687
Israel,ISR,2021-10-24,3922544
Israel,ISR,2021-10-25,3931056
Israel,ISR,2021-10-26,3939587
Israel,ISR,2021-10-27,3947547
Israel,ISR,2021-10-28,3956224
Israel,ISR,2021-10-29,3960362
Israel,ISR,2021-10-30,3962074
Israel,ISR,2021-10-31,3970329
Israel,ISR,2021-11-01,3976810
Israel,ISR,2021-11-02,3983106
Israel,ISR,2021-11-03,3988662
Israel,ISR,2021-11-04,3995797
Israel,ISR,2021-11-05,3999285
Israel,ISR,2021-11-06,4000660
Israel,ISR,2021-11-07,4006794
Israel,ISR,2021-11-08,4012201
Israel,ISR,2021-11-09,4017534
Israel,ISR,2021-11-10,4022313
Israel,ISR,2021-11-11,4028033
Israel,ISR,2021-11-12,4030959
Israel,ISR,2021-11-13,4032090
Israel,ISR,2021-11-14,4037201
Israel,ISR,2021-11-15,4041972
Israel,ISR,2021-11-16,4046321
Israel,ISR,2021-11-17,4050236
Israel,ISR,2021-11-18,4055250
Israel,ISR,2021-11-19,4057710
Israel,ISR,2021-11-20,4058640
Israel,ISR,2021-11-21,4063522
Israel,ISR,2021-11-22,4067760
Israel,ISR,2021-11-23,4071772
Israel,ISR,2021-11-24,4075697
Israel,ISR,2021-11-25,4080538
Israel,ISR,2021-11-26,4083345
Israel,ISR,2021-11-27,4084509
Israel,ISR,2021-11-28,4089416
Israel,ISR,2021-11-29,4093794
Israel,ISR,2021-11-30,4097879
Israel,ISR,2021-12-01,4102329
Israel,ISR,2021-12-02,4107461
Israel,ISR,2021-12-03,4110331
Israel,ISR,2021-12-04,4111260
Israel,ISR,2021-12-05,4115944
Israel,ISR,2021-12-06,4120299
Israel,ISR,2021-12-07,4124275
Israel,ISR,2021-12-08,4128170
Israel,ISR,2021-12-09,4132686
Israel,ISR,2021-12-10,4135377
Israel,ISR,2021-12-11,4136399
Israel,ISR,2021-12-12,4141651
Israel,ISR,2021-12-13,4146007
Israel,ISR,2021-12-14,4150960
Israel,ISR,2021-12-15,4156414
Israel,ISR,2021-12-16,4162987
Israel,ISR,2021-12-17,4166945
Israel,ISR,2021-12-18,4168308
Israel,ISR,2021-12-19,4174590
Israel,ISR,2021-12-20,4180046
Israel,ISR,2021-12-21,4186547
Israel,ISR,2021-12-22,4192817
Israel,ISR,2021-12-23,4200994
Israel,ISR,2021-12-24,4206287
Israel,ISR,2021-12-25,4208315
Israel,ISR,2021-12-26,4216525
Israel,ISR,2021-12-27,4224758
Israel,ISR,2021-12-28,4234445
Israel,ISR,2021-12-29,4242842
Israel,ISR,2021-12-30,4255092
Israel,ISR,2021-12-31,4262524
Israel,ISR,2022-01-01,4265331
Israel,ISR,2022-01-02,4278924
Israel,ISR,2022-01-03,4315322
Israel,ISR,2022-01-04,4376513
Israel,ISR,2022-01-05,4446604
Israel,ISR,2022-01-06,4524144
Israel,ISR,2022-01-07,4563448
Israel,ISR,2022-01-08,4596584
Israel,ISR,2022-01-09,4675230
Israel,ISR,2022-01-10,4751947
Israel,ISR,2022-01-11,4820583
Israel,ISR,2022-01-12,4876330
Israel,ISR,2022-01-13,4922650
Israel,ISR,2022-01-14,4939943
Israel,ISR,2022-01-15,4949544
Israel,ISR,2022-01-16,4977219
Israel,ISR,2022-01-17,5001227
Israel,ISR,2022-01-18,5021583
Israel,ISR,2022-01-19,5034568
Israel,ISR,2022-01-20,5047403
Israel,ISR,2022-01-21,5053407
Israel,ISR,2022-01-22,5055590
Israel,ISR,2022-01-23,5064552
Israel,ISR,2022-01-24,5071880
Israel,ISR,2022-01-25,5081172
Israel,ISR,2022-01-26,5087048
Israel,ISR,2022-01-27,5094496
Israel,ISR,2022-01-28,5099130
Israel,ISR,2022-01-29,5100717
Israel,ISR,2022-01-30,5110836
Israel,ISR,2022-01-31,5118918
Israel,ISR,2022-02-01,5126168
Israel,ISR,2022-02-02,5132628
Israel,ISR,2022-02-03,5139696
Israel,ISR,2022-02-04,5142909
Israel,ISR,2022-02-05,5143550
Israel,ISR,2022-02-06,5150581
Israel,ISR,2022-02-07,5157526
Israel,ISR,2022-02-08,5164732
Israel,ISR,2022-02-09,5170250
Israel,ISR,2022-02-10,5176002
Israel,ISR,2022-02-11,5179061
Israel,ISR,2022-02-12,5179467
Israel,ISR,2022-02-13,5185432
Israel,ISR,2022-02-14,5189336
Israel,ISR,2022-02-15,5194093
Israel,ISR,2022-02-16,5197384
Israel,ISR,2022-02-17,5201220
Israel,ISR,2022-02-18,5202780
Israel,ISR,2022-02-19,5202942
Israel,ISR,2022-02-20,5206239
Israel,ISR,2022-02-21,5208271
Israel,ISR,2022-02-22,5210713
Israel,ISR,2022-02-23,5212319
Israel,ISR,2022-02-24,5214380
Israel,ISR,2022-02-25,5215029
Israel,ISR,2022-02-26,5215225
Israel,ISR,2022-02-27,5216792
Israel,ISR,2022-02-28,5218126
Israel,ISR,2022-03-01,5219296
Israel,ISR,2022-03-02,5220318
Israel,ISR,2022-03-03,5221803
Israel,ISR,2022-03-04,5222201
Israel,ISR,2022-03-05,5222277
Israel,ISR,2022-03-06,5223454
Israel,ISR,2022-03-07,5224413
Israel,ISR,2022-03-08,5225296
Israel,ISR,2022-03-09,5226125
Israel,ISR,2022-03-10,5227173
Israel,ISR,2022-03-11,5227440
Israel,ISR,2022-03-12,5227502
Israel,ISR,2022-03-13,5228456
Israel,ISR,2022-03-14,5229331
Israel,ISR,2022-03-15,5230215
Israel,ISR,2022-03-16,5231188
Israel,ISR,2022-03-17,5232087
Israel,ISR,2022-03-18,5232421
Israel,ISR,2022-03-19,5232489
Israel,ISR,2022-03-20,5234406
Israel,ISR,2022-03-21,5235917
Israel,ISR,2022-03-22,5238195
Israel,ISR,2022-03-23,5240335
Israel,ISR,2022-03-24,5243467
Israel,ISR,2022-03-25,5244256
Israel,ISR,2022-03-26,5244381
Israel,ISR,2022-03-27,5248334
Israel,ISR,2022-03-28,5251373
Israel,ISR,2022-03-29,5254786
Israel,ISR,2022-03-30,5257699
Israel,ISR,2022-03-31,5261284
Israel,ISR,2022-04-01,5262150
Israel,ISR,2022-04-02,5262239
Israel,ISR,2022-04-03,5265286
Israel,ISR,2022-04-04,5267996
Israel,ISR,2022-04-05,5270752
Israel,ISR,2022-04-06,5273158
Israel,ISR,2022-04-07,5276355
Israel,ISR,2022-04-08,5276991
Israel,ISR,2022-04-09,5277066
Israel,ISR,2022-04-10,5279340
Israel,ISR,2022-04-11,5281136
Israel,ISR,2022-04-12,5282873
Israel,ISR,2022-04-13,5284390
Israel,ISR,2022-04-14,5285780
Israel,ISR,2022-04-15,5285910
Israel,ISR,2022-04-16,5285960
Israel,ISR,2022-04-17,5286996
Israel,ISR,2022-04-18,5287999
Israel,ISR,2022-04-19,5289114
Israel,ISR,2022-04-20,5290005
Israel,ISR,2022-04-21,5290682
Israel,ISR,2022-04-22,5290721
Israel,ISR,2022-04-23,5290751
Israel,ISR,2022-04-24,5291952
