Entity,Code,Day,total_boosters
Albania,ALB,2022-02-06,212064
Albania,ALB,2022-02-07,213644
Albania,ALB,2022-02-13,221173
Albania,ALB,2022-02-14,222491
Albania,ALB,2022-02-15,223877
Albania,ALB,2022-02-16,225146
Albania,ALB,2022-02-20,229289
Albania,ALB,2022-02-27,236615
Albania,ALB,2022-03-01,239070
Albania,ALB,2022-03-07,245527
Albania,ALB,2022-03-10,248491
Albania,ALB,2022-03-14,251024
Albania,ALB,2022-03-15,252161
Albania,ALB,2022-03-24,260143
Albania,ALB,2022-03-29,264502
Albania,ALB,2022-03-31,266894
Albania,ALB,2022-04-04,270676
Albania,ALB,2022-04-07,275194
Albania,ALB,2022-04-11,278851
Albania,ALB,2022-04-14,282305
Albania,ALB,2022-04-20,286453
Albania,ALB,2022-04-24,290925
Albania,ALB,2022-05-01,295543
Albania,ALB,2022-05-15,302850
Albania,ALB,2022-05-22,306637
Albania,ALB,2022-05-29,310249
Albania,ALB,2022-06-05,313660
Albania,ALB,2022-06-19,320852
Albania,ALB,2022-06-26,324545
Albania,ALB,2022-07-10,331114
Albania,ALB,2022-07-24,338290
Albania,ALB,2022-07-31,341320
Albania,ALB,2022-08-21,348385
Albania,ALB,2022-09-04,352685
Albania,ALB,2022-09-18,356077
Albania,ALB,2022-09-25,357344
Albania,ALB,2022-10-16,363122
Albania,ALB,2022-10-23,365389
Albania,ALB,2022-11-13,371665
Albania,ALB,2022-11-27,373263
Albania,ALB,2022-12-11,377057
Albania,ALB,2023-01-08,383982
Albania,ALB,2023-01-15,385638
Albania,ALB,2023-02-05,390033
Albania,ALB,2023-03-19,395384
Albania,ALB,2023-04-09,397368
Albania,ALB,2023-05-14,399190
Albania,ALB,2023-07-16,401767
Albania,ALB,2023-09-10,402371
Algeria,DZA,2021-11-21,13167
Algeria,DZA,2021-11-25,20340
Algeria,DZA,2021-11-29,25381
Algeria,DZA,2022-02-17,373991
Algeria,DZA,2022-02-24,428324
Algeria,DZA,2022-03-04,436274
Algeria,DZA,2022-03-09,490676
Algeria,DZA,2022-04-24,514063
Algeria,DZA,2022-05-01,514063
Algeria,DZA,2022-05-29,514063
Algeria,DZA,2022-09-04,575651
Andorra,AND,2021-12-12,8530
Andorra,AND,2021-12-26,8769
Andorra,AND,2022-01-16,24732
Andorra,AND,2022-03-13,40813
Andorra,AND,2022-03-27,40963
Andorra,AND,2022-04-10,41045
Andorra,AND,2022-04-24,41183
Andorra,AND,2022-05-01,41393
Andorra,AND,2022-05-22,41671
Andorra,AND,2022-05-29,41742
Andorra,AND,2022-06-12,41841
Andorra,AND,2022-06-26,42041
Andorra,AND,2022-07-03,42100
Andorra,AND,2022-07-10,42183
Andorra,AND,2022-08-21,42711
Andorra,AND,2022-09-04,42824
Andorra,AND,2022-09-11,42844
Andorra,AND,2022-10-16,42940
Andorra,AND,2022-11-13,42981
Andorra,AND,2022-12-18,43020
Andorra,AND,2023-01-29,43049
Andorra,AND,2023-02-26,43060
Andorra,AND,2023-04-09,43067
Andorra,AND,2023-05-21,43068
Andorra,AND,2023-08-06,43070
Andorra,AND,2023-09-24,43071
Angola,AGO,2022-02-17,138204
Angola,AGO,2022-03-04,227810
Angola,AGO,2022-03-10,258168
Angola,AGO,2022-03-24,296060
Angola,AGO,2022-03-25,306560
Angola,AGO,2022-04-01,333230
Angola,AGO,2022-04-26,369899
Angola,AGO,2022-05-22,431381
Angola,AGO,2022-05-29,444914
Angola,AGO,2022-06-05,512820
Angola,AGO,2022-06-26,737233
Angola,AGO,2022-07-03,808939
Angola,AGO,2022-07-17,906537
Angola,AGO,2022-07-24,944797
Angola,AGO,2022-08-07,1027838
Angola,AGO,2022-08-14,1066507
Angola,AGO,2022-08-28,1115824
Angola,AGO,2022-10-02,1127156
Angola,AGO,2022-10-09,1127156
Angola,AGO,2022-10-16,1127156
Angola,AGO,2022-10-23,1127156
Angola,AGO,2022-10-30,1127156
Angola,AGO,2022-11-13,1127156
Angola,AGO,2022-11-20,1127156
Angola,AGO,2022-11-27,1127156
Angola,AGO,2022-12-04,1368465
Angola,AGO,2022-12-18,1457126
Angola,AGO,2023-01-01,1526098
Angola,AGO,2023-02-19,1620863
Angola,AGO,2023-02-26,1736921
Angola,AGO,2023-03-05,1736921
Angola,AGO,2023-03-12,1806476
Angola,AGO,2023-03-19,1842388
Angola,AGO,2023-03-26,1863724
Angola,AGO,2023-04-02,1891619
Angola,AGO,2023-04-09,1918963
Angola,AGO,2023-04-16,1945965
Angola,AGO,2023-04-23,1974757
Angola,AGO,2023-04-30,2003851
Angola,AGO,2023-05-07,2026768
Angola,AGO,2023-05-21,2026768
Angola,AGO,2023-06-18,2220003
Angola,AGO,2023-07-23,2437087
Angola,AGO,2023-08-20,2624931
Angola,AGO,2023-09-17,2816195
Angola,AGO,2023-10-22,2985931
Angola,AGO,2023-11-19,3014421
Anguilla,AIA,2021-11-29,663
Anguilla,AIA,2021-12-01,663
Anguilla,AIA,2021-12-08,982
Anguilla,AIA,2022-01-14,1607
Anguilla,AIA,2022-01-21,1756
Anguilla,AIA,2022-01-28,1920
Anguilla,AIA,2022-02-02,2050
Anguilla,AIA,2022-02-09,2147
Anguilla,AIA,2022-02-16,2264
Anguilla,AIA,2022-03-02,2389
Anguilla,AIA,2022-03-09,2419
Anguilla,AIA,2022-03-18,2489
Anguilla,AIA,2022-03-23,2518
Anguilla,AIA,2022-04-08,2630
Anguilla,AIA,2022-05-06,2747
Anguilla,AIA,2022-05-20,2770
Anguilla,AIA,2022-05-27,2801
Anguilla,AIA,2022-06-10,2827
Anguilla,AIA,2022-06-15,2852
Anguilla,AIA,2022-06-24,2930
Anguilla,AIA,2022-08-19,2942
Anguilla,AIA,2022-09-23,2953
Anguilla,AIA,2022-10-07,2998
Anguilla,AIA,2022-10-21,2998
Anguilla,AIA,2022-12-02,2998
Anguilla,AIA,2023-01-06,3003
Anguilla,AIA,2023-02-03,3244
Anguilla,AIA,2023-02-17,3255
Anguilla,AIA,2023-03-03,3309
Antigua and Barbuda,ATG,2022-09-16,9838
Argentina,ARG,2020-12-29,1
Argentina,ARG,2020-12-30,1
Argentina,ARG,2020-12-31,1
Argentina,ARG,2021-01-01,1
Argentina,ARG,2021-01-02,1
Argentina,ARG,2021-01-03,5
Argentina,ARG,2021-01-04,7
Argentina,ARG,2021-01-05,7
Argentina,ARG,2021-01-06,11
Argentina,ARG,2021-01-07,17
Argentina,ARG,2021-01-08,18
Argentina,ARG,2021-01-09,19
Argentina,ARG,2021-01-10,24
Argentina,ARG,2021-01-11,26
Argentina,ARG,2021-01-12,36
Argentina,ARG,2021-01-13,38
Argentina,ARG,2021-01-14,42
Argentina,ARG,2021-01-15,42
Argentina,ARG,2021-01-16,42
Argentina,ARG,2021-01-17,44
Argentina,ARG,2021-01-18,52
Argentina,ARG,2021-01-19,58
Argentina,ARG,2021-01-20,58
Argentina,ARG,2021-01-21,58
Argentina,ARG,2021-01-22,59
Argentina,ARG,2021-01-23,60
Argentina,ARG,2021-01-24,60
Argentina,ARG,2021-01-25,60
Argentina,ARG,2021-01-26,60
Argentina,ARG,2021-01-27,60
Argentina,ARG,2021-01-28,61
Argentina,ARG,2021-01-29,61
Argentina,ARG,2021-01-30,62
Argentina,ARG,2021-01-31,63
Argentina,ARG,2021-02-01,64
Argentina,ARG,2021-02-02,65
Argentina,ARG,2021-02-03,65
Argentina,ARG,2021-02-04,66
Argentina,ARG,2021-02-05,66
Argentina,ARG,2021-02-06,66
Argentina,ARG,2021-02-07,66
Argentina,ARG,2021-02-08,68
Argentina,ARG,2021-02-09,68
Argentina,ARG,2021-02-10,68
Argentina,ARG,2021-02-11,68
Argentina,ARG,2021-02-12,68
Argentina,ARG,2021-02-13,68
Argentina,ARG,2021-02-14,68
Argentina,ARG,2021-02-15,69
Argentina,ARG,2021-02-16,69
Argentina,ARG,2021-02-17,69
Argentina,ARG,2021-02-18,70
Argentina,ARG,2021-02-19,71
Argentina,ARG,2021-02-20,71
Argentina,ARG,2021-02-21,71
Argentina,ARG,2021-02-22,71
Argentina,ARG,2021-02-23,71
Argentina,ARG,2021-02-24,73
Argentina,ARG,2021-02-25,74
Argentina,ARG,2021-02-26,74
Argentina,ARG,2021-02-27,74
Argentina,ARG,2021-02-28,75
Argentina,ARG,2021-03-01,75
Argentina,ARG,2021-03-02,75
Argentina,ARG,2021-03-03,76
Argentina,ARG,2021-03-04,78
Argentina,ARG,2021-03-05,79
Argentina,ARG,2021-03-06,80
Argentina,ARG,2021-03-07,80
Argentina,ARG,2021-03-08,80
Argentina,ARG,2021-03-09,81
Argentina,ARG,2021-03-10,81
Argentina,ARG,2021-03-11,83
Argentina,ARG,2021-03-12,84
Argentina,ARG,2021-03-13,85
Argentina,ARG,2021-03-14,85
Argentina,ARG,2021-03-15,86
Argentina,ARG,2021-03-16,86
Argentina,ARG,2021-03-17,86
Argentina,ARG,2021-03-18,89
Argentina,ARG,2021-03-19,89
Argentina,ARG,2021-03-20,89
Argentina,ARG,2021-03-21,91
Argentina,ARG,2021-03-22,92
Argentina,ARG,2021-03-23,94
Argentina,ARG,2021-03-24,94
Argentina,ARG,2021-03-25,96
Argentina,ARG,2021-03-26,96
Argentina,ARG,2021-03-27,96
Argentina,ARG,2021-03-28,97
Argentina,ARG,2021-03-29,100
Argentina,ARG,2021-03-30,103
Argentina,ARG,2021-03-31,104
Argentina,ARG,2021-04-01,104
Argentina,ARG,2021-04-02,104
Argentina,ARG,2021-04-03,104
Argentina,ARG,2021-04-04,106
Argentina,ARG,2021-04-05,107
Argentina,ARG,2021-04-06,107
Argentina,ARG,2021-04-07,109
Argentina,ARG,2021-04-08,111
Argentina,ARG,2021-04-09,114
Argentina,ARG,2021-04-10,115
Argentina,ARG,2021-04-11,115
Argentina,ARG,2021-04-12,115
Argentina,ARG,2021-04-13,116
Argentina,ARG,2021-04-14,116
Argentina,ARG,2021-04-15,118
Argentina,ARG,2021-04-16,119
Argentina,ARG,2021-04-17,119
Argentina,ARG,2021-04-18,119
Argentina,ARG,2021-04-19,120
Argentina,ARG,2021-04-20,123
Argentina,ARG,2021-04-21,123
Argentina,ARG,2021-04-22,126
Argentina,ARG,2021-04-23,129
Argentina,ARG,2021-04-24,129
Argentina,ARG,2021-04-25,129
Argentina,ARG,2021-04-26,133
Argentina,ARG,2021-04-27,136
Argentina,ARG,2021-04-28,137
Argentina,ARG,2021-04-29,138
Argentina,ARG,2021-04-30,143
Argentina,ARG,2021-05-01,143
Argentina,ARG,2021-05-02,143
Argentina,ARG,2021-05-03,146
Argentina,ARG,2021-05-04,147
Argentina,ARG,2021-05-05,153
Argentina,ARG,2021-05-06,156
Argentina,ARG,2021-05-07,159
Argentina,ARG,2021-05-08,159
Argentina,ARG,2021-05-09,161
Argentina,ARG,2021-05-10,162
Argentina,ARG,2021-05-11,164
Argentina,ARG,2021-05-12,167
Argentina,ARG,2021-05-13,170
Argentina,ARG,2021-05-14,173
Argentina,ARG,2021-05-15,175
Argentina,ARG,2021-05-16,176
Argentina,ARG,2021-05-17,180
Argentina,ARG,2021-05-18,182
Argentina,ARG,2021-05-19,186
Argentina,ARG,2021-05-20,191
Argentina,ARG,2021-05-21,195
Argentina,ARG,2021-05-22,197
Argentina,ARG,2021-05-23,199
Argentina,ARG,2021-05-24,200
Argentina,ARG,2021-05-25,202
Argentina,ARG,2021-05-26,205
Argentina,ARG,2021-05-27,211
Argentina,ARG,2021-05-28,216
Argentina,ARG,2021-05-29,219
Argentina,ARG,2021-05-30,220
Argentina,ARG,2021-05-31,224
Argentina,ARG,2021-06-01,236
Argentina,ARG,2021-06-02,243
Argentina,ARG,2021-06-03,250
Argentina,ARG,2021-06-04,267
Argentina,ARG,2021-06-05,297
Argentina,ARG,2021-06-06,299
Argentina,ARG,2021-06-07,305
Argentina,ARG,2021-06-08,314
Argentina,ARG,2021-06-09,317
Argentina,ARG,2021-06-10,323
Argentina,ARG,2021-06-11,329
Argentina,ARG,2021-06-12,336
Argentina,ARG,2021-06-13,341
Argentina,ARG,2021-06-14,347
Argentina,ARG,2021-06-15,357
Argentina,ARG,2021-06-16,370
Argentina,ARG,2021-06-17,374
Argentina,ARG,2021-06-18,384
Argentina,ARG,2021-06-19,388
Argentina,ARG,2021-06-20,389
Argentina,ARG,2021-06-21,389
Argentina,ARG,2021-06-22,392
Argentina,ARG,2021-06-23,394
Argentina,ARG,2021-06-24,396
Argentina,ARG,2021-06-25,401
Argentina,ARG,2021-06-26,403
Argentina,ARG,2021-06-27,403
Argentina,ARG,2021-06-28,429
Argentina,ARG,2021-06-29,430
Argentina,ARG,2021-06-30,431
Argentina,ARG,2021-07-01,433
Argentina,ARG,2021-07-02,440
Argentina,ARG,2021-07-03,448
Argentina,ARG,2021-07-04,454
Argentina,ARG,2021-07-05,466
Argentina,ARG,2021-07-06,476
Argentina,ARG,2021-07-07,488
Argentina,ARG,2021-07-08,495
Argentina,ARG,2021-07-09,498
Argentina,ARG,2021-07-10,505
Argentina,ARG,2021-07-11,505
Argentina,ARG,2021-07-12,510
Argentina,ARG,2021-07-13,521
Argentina,ARG,2021-07-14,527
Argentina,ARG,2021-07-15,536
Argentina,ARG,2021-07-16,540
Argentina,ARG,2021-07-17,548
Argentina,ARG,2021-07-18,550
Argentina,ARG,2021-07-19,556
Argentina,ARG,2021-07-20,566
Argentina,ARG,2021-07-21,578
Argentina,ARG,2021-07-22,588
Argentina,ARG,2021-07-23,617
Argentina,ARG,2021-07-24,619
Argentina,ARG,2021-07-25,619
Argentina,ARG,2021-07-26,626
Argentina,ARG,2021-07-27,632
Argentina,ARG,2021-07-28,640
Argentina,ARG,2021-07-29,645
Argentina,ARG,2021-07-30,653
Argentina,ARG,2021-07-31,661
Argentina,ARG,2021-08-01,666
Argentina,ARG,2021-08-02,670
Argentina,ARG,2021-08-03,673
Argentina,ARG,2021-08-04,681
Argentina,ARG,2021-08-05,688
Argentina,ARG,2021-08-06,698
Argentina,ARG,2021-08-07,709
Argentina,ARG,2021-08-08,714
Argentina,ARG,2021-08-09,734
Argentina,ARG,2021-08-10,754
Argentina,ARG,2021-08-11,789
Argentina,ARG,2021-08-12,812
Argentina,ARG,2021-08-13,863
Argentina,ARG,2021-08-14,875
Argentina,ARG,2021-08-15,880
Argentina,ARG,2021-08-16,900
Argentina,ARG,2021-08-17,930
Argentina,ARG,2021-08-18,992
Argentina,ARG,2021-08-19,1014
Argentina,ARG,2021-08-20,1065
Argentina,ARG,2021-08-21,1075
Argentina,ARG,2021-08-22,1078
Argentina,ARG,2021-08-23,1101
Argentina,ARG,2021-08-24,1133
Argentina,ARG,2021-08-25,1149
Argentina,ARG,2021-08-26,1175
Argentina,ARG,2021-08-27,1205
Argentina,ARG,2021-08-28,1231
Argentina,ARG,2021-08-29,1236
Argentina,ARG,2021-08-30,1323
Argentina,ARG,2021-08-31,1341
Argentina,ARG,2021-09-01,1365
Argentina,ARG,2021-09-02,1381
Argentina,ARG,2021-09-03,1402
Argentina,ARG,2021-09-04,1423
Argentina,ARG,2021-09-05,1431
Argentina,ARG,2021-09-06,1445
Argentina,ARG,2021-09-07,1470
Argentina,ARG,2021-09-08,1494
Argentina,ARG,2021-09-09,1559
Argentina,ARG,2021-09-10,1585
Argentina,ARG,2021-09-11,1608
Argentina,ARG,2021-09-12,1610
Argentina,ARG,2021-09-13,1636
Argentina,ARG,2021-09-14,1685
Argentina,ARG,2021-09-15,1744
Argentina,ARG,2021-09-16,1793
Argentina,ARG,2021-09-17,1880
Argentina,ARG,2021-09-18,1896
Argentina,ARG,2021-09-19,1903
Argentina,ARG,2021-09-20,1980
Argentina,ARG,2021-09-21,2003
Argentina,ARG,2021-09-22,2048
Argentina,ARG,2021-09-23,2217
Argentina,ARG,2021-09-24,2243
Argentina,ARG,2021-09-25,2258
Argentina,ARG,2021-09-26,2280
Argentina,ARG,2021-09-27,2338
Argentina,ARG,2021-09-28,2360
Argentina,ARG,2021-09-29,2411
Argentina,ARG,2021-09-30,2531
Argentina,ARG,2021-10-01,2580
Argentina,ARG,2021-10-02,2615
Argentina,ARG,2021-10-03,2650
Argentina,ARG,2021-10-04,2701
Argentina,ARG,2021-10-05,2786
Argentina,ARG,2021-10-06,2817
Argentina,ARG,2021-10-07,2865
Argentina,ARG,2021-10-08,2925
Argentina,ARG,2021-10-09,2978
Argentina,ARG,2021-10-10,3042
Argentina,ARG,2021-10-11,3086
Argentina,ARG,2021-10-12,3146
Argentina,ARG,2021-10-13,3207
Argentina,ARG,2021-10-14,3273
Argentina,ARG,2021-10-15,3377
Argentina,ARG,2021-10-16,3430
Argentina,ARG,2021-10-17,3457
Argentina,ARG,2021-10-18,3489
Argentina,ARG,2021-10-19,3545
Argentina,ARG,2021-10-20,3633
Argentina,ARG,2021-10-21,3709
Argentina,ARG,2021-10-22,3798
Argentina,ARG,2021-10-23,3856
Argentina,ARG,2021-10-24,3878
Argentina,ARG,2021-10-25,3963
Argentina,ARG,2021-10-26,4037
Argentina,ARG,2021-10-27,4944
Argentina,ARG,2021-10-28,15587
Argentina,ARG,2021-10-29,39259
Argentina,ARG,2021-10-30,56644
Argentina,ARG,2021-10-31,63411
Argentina,ARG,2021-11-01,99958
Argentina,ARG,2021-11-02,149275
Argentina,ARG,2021-11-03,198818
Argentina,ARG,2021-11-04,237634
Argentina,ARG,2021-11-05,292965
Argentina,ARG,2021-11-06,316657
Argentina,ARG,2021-11-07,331152
Argentina,ARG,2021-11-08,378168
Argentina,ARG,2021-11-09,440147
Argentina,ARG,2021-11-10,598469
Argentina,ARG,2021-11-11,768761
Argentina,ARG,2021-11-12,922460
Argentina,ARG,2021-11-13,1015437
Argentina,ARG,2021-11-14,1017224
Argentina,ARG,2021-11-15,1099719
Argentina,ARG,2021-11-16,1188220
Argentina,ARG,2021-11-17,1277094
Argentina,ARG,2021-11-18,1365088
Argentina,ARG,2021-11-19,1450874
Argentina,ARG,2021-11-20,1501857
Argentina,ARG,2021-11-21,1525963
Argentina,ARG,2021-11-22,1552030
Argentina,ARG,2021-11-23,1634702
Argentina,ARG,2021-11-24,1724349
Argentina,ARG,2021-11-25,1816072
Argentina,ARG,2021-11-26,1916026
Argentina,ARG,2021-11-27,1964772
Argentina,ARG,2021-11-28,1990157
Argentina,ARG,2021-11-29,2104369
Argentina,ARG,2021-11-30,2228831
Argentina,ARG,2021-12-01,2393794
Argentina,ARG,2021-12-02,2544299
Argentina,ARG,2021-12-03,2655211
Argentina,ARG,2021-12-04,2724212
Argentina,ARG,2021-12-05,2756331
Argentina,ARG,2021-12-06,2850595
Argentina,ARG,2021-12-07,2952042
Argentina,ARG,2021-12-08,3006283
Argentina,ARG,2021-12-09,3128144
Argentina,ARG,2021-12-10,3257448
Argentina,ARG,2021-12-11,3325291
Argentina,ARG,2021-12-12,3373947
Argentina,ARG,2021-12-13,3523638
Argentina,ARG,2021-12-14,3673028
Argentina,ARG,2021-12-15,3880283
Argentina,ARG,2021-12-16,4075085
Argentina,ARG,2021-12-17,4257005
Argentina,ARG,2021-12-18,4336929
Argentina,ARG,2021-12-19,4386903
Argentina,ARG,2021-12-20,4579256
Argentina,ARG,2021-12-21,4751906
Argentina,ARG,2021-12-22,4903769
Argentina,ARG,2021-12-23,5017030
Argentina,ARG,2021-12-24,5023240
Argentina,ARG,2021-12-25,5023570
Argentina,ARG,2021-12-26,5048693
Argentina,ARG,2021-12-27,5272283
Argentina,ARG,2021-12-28,5594773
Argentina,ARG,2021-12-29,5898271
Argentina,ARG,2021-12-30,6163398
Argentina,ARG,2021-12-31,6183044
Argentina,ARG,2022-01-01,6186243
Argentina,ARG,2022-01-02,6255653
Argentina,ARG,2022-01-03,6578553
Argentina,ARG,2022-01-04,6939247
Argentina,ARG,2022-01-05,7282238
Argentina,ARG,2022-01-06,7623204
Argentina,ARG,2022-01-07,7983568
Argentina,ARG,2022-01-08,8167699
Argentina,ARG,2022-01-09,8283420
Argentina,ARG,2022-01-10,8625975
Argentina,ARG,2022-01-11,8969116
Argentina,ARG,2022-01-12,9317621
Argentina,ARG,2022-01-13,9643409
Argentina,ARG,2022-01-14,9944934
Argentina,ARG,2022-01-15,10086231
Argentina,ARG,2022-01-16,10190983
Argentina,ARG,2022-01-17,10488861
Argentina,ARG,2022-01-18,10782353
Argentina,ARG,2022-01-19,11058890
Argentina,ARG,2022-01-20,11332626
Argentina,ARG,2022-01-21,11601698
Argentina,ARG,2022-01-22,11732132
Argentina,ARG,2022-01-23,11825263
Argentina,ARG,2022-01-24,12083265
Argentina,ARG,2022-01-25,12327178
Argentina,ARG,2022-01-26,12569195
Argentina,ARG,2022-01-27,12810162
Argentina,ARG,2022-01-28,13052562
Argentina,ARG,2022-01-29,13166476
Argentina,ARG,2022-01-30,13239707
Argentina,ARG,2022-01-31,13495067
Argentina,ARG,2022-02-01,13737789
Argentina,ARG,2022-02-02,13964908
Argentina,ARG,2022-02-03,14159676
Argentina,ARG,2022-02-04,14389343
Argentina,ARG,2022-02-05,14491978
Argentina,ARG,2022-02-06,14561710
Argentina,ARG,2022-02-07,14755992
Argentina,ARG,2022-02-08,14935342
Argentina,ARG,2022-02-09,15148119
Argentina,ARG,2022-02-10,15331193
Argentina,ARG,2022-02-11,15498587
Argentina,ARG,2022-02-12,15589530
Argentina,ARG,2022-02-13,15648262
Argentina,ARG,2022-02-14,15801921
Argentina,ARG,2022-02-15,15945013
Argentina,ARG,2022-02-16,16088397
Argentina,ARG,2022-02-17,16224788
Argentina,ARG,2022-02-18,16367637
Argentina,ARG,2022-02-19,16431826
Argentina,ARG,2022-02-20,16474243
Argentina,ARG,2022-02-21,16606727
Argentina,ARG,2022-02-22,16736101
Argentina,ARG,2022-02-23,16869398
Argentina,ARG,2022-02-24,16982419
Argentina,ARG,2022-02-25,17118965
Argentina,ARG,2022-02-26,17169479
Argentina,ARG,2022-02-27,17194900
Argentina,ARG,2022-02-28,17225985
Argentina,ARG,2022-03-01,17256398
Argentina,ARG,2022-03-02,17348926
Argentina,ARG,2022-03-03,17437582
Argentina,ARG,2022-03-04,17523380
Argentina,ARG,2022-03-05,17567294
Argentina,ARG,2022-03-06,17614375
Argentina,ARG,2022-03-07,17732529
Argentina,ARG,2022-03-08,17812166
Argentina,ARG,2022-03-09,17905908
Argentina,ARG,2022-03-10,17991697
Argentina,ARG,2022-03-11,18087639
Argentina,ARG,2022-03-12,18132680
Argentina,ARG,2022-03-13,18155582
Argentina,ARG,2022-03-14,18232985
Argentina,ARG,2022-03-15,18330764
Argentina,ARG,2022-03-16,18423043
Argentina,ARG,2022-03-17,18512253
Argentina,ARG,2022-03-18,18610616
Argentina,ARG,2022-03-19,18666430
Argentina,ARG,2022-03-20,18693637
Argentina,ARG,2022-03-21,18788431
Argentina,ARG,2022-03-22,18874785
Argentina,ARG,2022-03-23,18968964
Argentina,ARG,2022-03-24,18989062
Argentina,ARG,2022-03-25,19080598
Argentina,ARG,2022-03-26,19121748
Argentina,ARG,2022-03-27,19140243
Argentina,ARG,2022-03-28,19226956
Argentina,ARG,2022-03-29,19304022
Argentina,ARG,2022-03-30,19381278
Argentina,ARG,2022-03-31,19460472
Argentina,ARG,2022-04-01,19531020
Argentina,ARG,2022-04-02,19550565
Argentina,ARG,2022-04-03,19562052
Argentina,ARG,2022-04-04,19623826
Argentina,ARG,2022-04-05,19683559
Argentina,ARG,2022-04-06,19739203
Argentina,ARG,2022-04-07,19792656
Argentina,ARG,2022-04-08,19853005
Argentina,ARG,2022-04-09,19876416
Argentina,ARG,2022-04-10,19886366
Argentina,ARG,2022-04-11,19942303
Argentina,ARG,2022-04-12,19999077
Argentina,ARG,2022-04-13,20060057
Argentina,ARG,2022-04-14,20079259
Argentina,ARG,2022-04-15,20089673
Argentina,ARG,2022-04-16,20109765
Argentina,ARG,2022-04-17,20115782
Argentina,ARG,2022-04-18,20195214
Argentina,ARG,2022-04-19,20284801
Argentina,ARG,2022-04-20,20385752
Argentina,ARG,2022-04-21,20481987
Argentina,ARG,2022-04-22,20586060
Argentina,ARG,2022-04-23,20624597
Argentina,ARG,2022-04-24,20640121
Argentina,ARG,2022-04-25,20745770
Argentina,ARG,2022-04-26,20843504
Argentina,ARG,2022-04-27,20948193
Argentina,ARG,2022-04-28,21065510
Argentina,ARG,2022-04-29,21186618
Argentina,ARG,2022-04-30,21229403
Argentina,ARG,2022-05-01,21230359
Argentina,ARG,2022-05-02,21332403
Argentina,ARG,2022-05-03,21448878
Argentina,ARG,2022-05-04,21568829
Argentina,ARG,2022-05-05,21700787
Argentina,ARG,2022-05-06,21835982
Argentina,ARG,2022-05-07,21887802
Argentina,ARG,2022-05-08,21915358
Argentina,ARG,2022-05-09,22061443
Argentina,ARG,2022-05-10,22227526
Argentina,ARG,2022-05-11,22377676
Argentina,ARG,2022-05-12,22535496
Argentina,ARG,2022-05-13,22728295
Argentina,ARG,2022-05-14,22812213
Argentina,ARG,2022-05-15,22851905
Argentina,ARG,2022-05-16,23021101
Argentina,ARG,2022-05-17,23219228
Argentina,ARG,2022-05-18,23221820
Argentina,ARG,2022-05-19,23411113
Argentina,ARG,2022-05-20,23611522
Argentina,ARG,2022-05-21,23717711
Argentina,ARG,2022-05-22,23766844
Argentina,ARG,2022-05-23,23981936
Argentina,ARG,2022-05-24,24181550
Argentina,ARG,2022-05-25,24216523
Argentina,ARG,2022-05-26,24418210
Argentina,ARG,2022-05-27,24640855
Argentina,ARG,2022-05-28,24750003
Argentina,ARG,2022-05-29,24805938
Argentina,ARG,2022-05-30,24997670
Argentina,ARG,2022-05-31,25179900
Argentina,ARG,2022-06-01,25334328
Argentina,ARG,2022-06-02,25489472
Argentina,ARG,2022-06-03,25658734
Argentina,ARG,2022-06-04,25700081
Argentina,ARG,2022-06-05,25717748
Argentina,ARG,2022-06-06,25855847
